@relation Mushroom-new
@attribute cap-shape {c,b,f,k,s,x}
@attribute cap-surface {y,s,g,f}
@attribute cap-color {c,b,e,g,n,p,r,u,w,y}
@attribute odor {a,c,f,m,l,n,p,s,y}
@attribute gill-attachment {a,f}
@attribute gill-spacing {c,w}
@attribute stalk-root {r,c,b,e,?}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,m,l,p,u,w}
@attribute class {p,e}
@data
x,f,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,f,w,n,f,w,e,a,g,e
x,s,w,a,f,c,c,n,m,e
f,s,g,n,f,w,e,s,g,e
f,y,n,p,f,c,e,v,g,p
f,f,g,n,f,w,e,s,g,e
x,f,n,n,f,c,b,v,d,e
x,f,w,n,f,w,e,s,g,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
f,s,n,p,f,c,e,v,u,p
f,s,g,n,f,w,e,a,g,e
x,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
x,s,w,p,f,c,e,v,u,p
x,s,y,l,f,c,c,n,m,e
x,f,n,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
x,s,g,n,f,w,e,s,g,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,w,e,s,g,e
f,s,w,n,f,w,e,s,g,e
x,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,g,n,f,w,e,s,g,e
f,f,g,n,f,w,e,s,g,e
f,f,n,n,f,w,e,s,g,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,y,n,p,f,c,e,s,u,p
x,y,g,n,f,c,b,v,d,e
x,s,w,n,f,w,e,a,g,e
b,s,w,a,f,c,c,s,m,e
x,s,w,n,f,w,e,s,g,e
f,f,n,n,f,w,e,s,g,e
x,y,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,f,g,n,f,w,e,s,g,e
x,s,w,p,f,c,e,s,g,p
x,s,n,n,f,w,e,a,g,e
x,y,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,s,w,p,f,c,e,v,g,p
x,f,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,g,p
f,s,w,p,f,c,e,s,g,p
x,f,e,n,f,c,b,v,d,e
x,f,w,n,f,w,e,s,g,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,s,n,p,f,c,e,v,u,p
f,f,e,n,f,c,b,y,d,e
x,s,w,p,f,c,e,s,g,p
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,d,p
x,y,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,s,g,n,f,w,e,s,g,e
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,s,w,n,f,w,e,a,g,e
x,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,s,p,c,f,w,b,s,d,p
x,y,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,w,n,f,w,e,s,g,e
x,y,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
f,f,g,n,f,w,e,s,g,e
x,f,g,f,f,c,b,y,p,p
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,s,w,p,f,c,e,v,g,p
f,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,n,f,w,e,a,g,e
x,f,n,n,f,c,b,y,d,e
f,f,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
f,f,g,n,f,w,e,s,g,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,s,g,n,f,w,e,a,g,e
x,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
f,s,w,n,f,w,e,a,g,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,f,n,n,f,w,e,s,g,e
f,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,s,p,c,f,w,b,v,d,p
f,y,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
f,s,n,p,f,c,e,s,u,p
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,s,w,n,f,w,e,s,g,e
x,y,g,n,f,c,b,v,d,e
x,f,n,n,f,w,e,s,g,e
x,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,w,n,f,w,e,s,g,e
f,y,g,n,f,c,b,y,d,e
f,s,g,n,f,w,e,s,g,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,y,w,p,f,c,e,s,u,p
x,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,s,w,n,f,w,e,a,g,e
x,y,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,s,w,p,f,c,e,v,u,p
x,f,g,n,f,c,b,v,d,e
f,s,w,n,f,w,e,s,g,e
x,s,g,n,f,w,e,s,g,e
x,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,d,p
x,y,e,n,f,c,b,y,d,e
x,f,n,n,f,w,e,a,g,e
x,s,w,p,f,c,e,v,g,p
x,y,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,s,w,p,f,c,e,v,g,p
f,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,s,p,c,f,c,b,v,d,p
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,g,p
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,n,f,w,e,a,g,e
x,y,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
f,y,n,p,f,c,e,s,u,p
x,s,g,n,f,w,e,s,g,e
x,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,s,p,c,f,w,b,s,d,p
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,s,w,n,f,w,e,s,g,e
f,f,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,y,w,p,f,c,e,v,u,p
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
f,s,w,n,f,w,e,s,g,e
x,f,n,n,f,w,e,a,g,e
x,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,s,w,c,f,w,b,s,d,p
f,f,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,s,w,n,f,w,e,s,g,e
x,y,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,p,p
f,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,d,p
x,y,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,d,p
x,f,p,c,f,w,b,s,d,p
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,w,c,f,c,b,v,d,p
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,g,p
x,y,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,p,p
x,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,p,p
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,g,c,f,c,b,v,d,p
f,f,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,s,n,n,f,w,e,a,g,e
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
f,f,w,n,f,w,e,s,g,e
x,y,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,f,p,c,f,c,b,v,d,p
x,f,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,s,n,n,f,w,e,a,g,e
x,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,g,p
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,s,g,n,f,w,e,s,g,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
